Vic_date,Agre_date,dateStore
2019-02-19 18:21:07.161765,2019-02-19 18:21:06.925968,2019-02-19 18:21:07.917272
2019-02-19 18:21:07.124349,2019-02-19 18:21:06.893289,2019-02-19 18:21:07.917759
2019-02-19 18:21:07.125342,2019-02-19 18:21:06.895214,2019-02-19 18:21:08.035137
2019-02-19 18:21:07.154066,2019-02-19 18:21:06.923167,2019-02-19 18:21:08.036041
2019-02-19 18:21:07.155459,2019-02-19 18:21:06.920582,2019-02-19 18:21:08.036544
2019-02-19 18:21:07.151126,2019-02-19 18:21:06.921025,2019-02-19 18:21:08.037049
2019-02-19 18:21:07.148316,2019-02-19 18:21:06.915514,2019-02-19 18:21:08.037535
2019-02-19 18:21:07.113247,2019-02-19 18:21:06.885007,2019-02-19 18:21:08.038023
2019-02-19 18:21:07.115579,2019-02-19 18:21:06.882677,2019-02-19 18:21:08.038504
2019-02-19 18:21:07.120539,2019-02-19 18:21:06.888527,2019-02-19 18:21:08.038995
2019-02-19 18:21:07.131659,2019-02-19 18:21:06.896977,2019-02-19 18:21:08.039478
2019-02-19 18:21:07.136351,2019-02-19 18:21:06.904105,2019-02-19 18:21:08.039961
2019-02-19 18:21:07.134935,2019-02-19 18:21:06.906664,2019-02-19 18:21:08.040441
2019-02-19 18:21:07.121585,2019-02-19 18:21:06.890804,2019-02-19 18:21:08.040927
2019-02-19 18:21:07.142904,2019-02-19 18:21:06.911071,2019-02-19 18:21:08.041430
2019-02-19 18:21:07.117561,2019-02-19 18:21:06.887023,2019-02-19 18:21:08.041934
2019-02-19 18:21:07.122049,2019-02-19 18:21:06.887576,2019-02-19 18:21:08.042415
2019-02-19 18:21:07.115998,2019-02-19 18:21:06.882233,2019-02-19 18:21:08.042893
2019-02-19 18:21:07.156716,2019-02-19 18:21:06.925220,2019-02-19 18:21:08.043394
2019-02-19 18:21:07.131174,2019-02-19 18:21:06.898762,2019-02-19 18:21:08.043872
2019-02-19 18:21:07.126269,2019-02-19 18:21:06.896141,2019-02-19 18:21:08.044355
2019-02-19 18:21:07.142382,2019-02-19 18:21:06.908427,2019-02-19 18:21:08.044864
2019-02-19 18:21:07.156311,2019-02-19 18:21:06.923574,2019-02-19 18:21:08.045394
2019-02-19 18:21:07.136719,2019-02-19 18:21:06.902231,2019-02-19 18:21:08.045867
2019-02-19 18:21:07.165199,2019-02-19 18:21:06.919768,2019-02-19 18:21:08.046374
2019-02-19 18:21:07.146076,2019-02-19 18:21:06.911884,2019-02-19 18:21:08.046831
2019-02-19 18:21:07.160352,2019-02-19 18:21:06.928462,2019-02-19 18:21:08.148691
2019-02-19 18:21:07.140733,2019-02-19 18:21:06.906246,2019-02-19 18:21:08.149590
2019-02-19 18:21:07.148751,2019-02-19 18:21:06.917276,2019-02-19 18:21:08.150110
2019-02-19 18:21:07.120068,2019-02-19 18:21:06.891248,2019-02-19 18:21:08.150597
2019-02-19 18:21:07.129394,2019-02-19 18:21:06.895690,2019-02-19 18:21:08.151095
2019-02-19 18:21:07.160795,2019-02-19 18:21:06.929422,2019-02-19 18:21:08.151662
2019-02-19 18:21:07.140316,2019-02-19 18:21:06.910229,2019-02-19 18:21:08.152147
2019-02-19 18:21:07.128891,2019-02-19 18:21:06.888970,2019-02-19 18:21:08.232192
2019-02-19 18:21:07.135823,2019-02-19 18:21:06.905281,2019-02-19 18:21:08.233001
2019-02-19 18:21:07.138577,2019-02-19 18:21:06.907607,2019-02-19 18:21:08.233515
2019-02-19 18:21:07.141723,2019-02-19 18:21:06.913251,2019-02-19 18:21:08.234130
2019-02-19 18:21:07.119621,2019-02-19 18:21:06.885577,2019-02-19 18:21:08.234627
2019-02-19 18:21:07.127548,2019-02-19 18:21:06.896551,2019-02-19 18:21:08.235122
2019-02-19 18:21:07.149268,2019-02-19 18:21:06.918936,2019-02-19 18:21:08.235604
2019-02-19 18:21:07.155899,2019-02-19 18:21:06.926382,2019-02-19 18:21:08.236118
2019-02-19 18:21:07.152130,2019-02-19 18:21:06.918527,2019-02-19 18:21:08.236606
2019-02-19 18:21:07.149684,2019-02-19 18:21:06.914249,2019-02-19 18:21:08.237104
2019-02-19 18:21:07.157280,2019-02-19 18:21:06.923992,2019-02-19 18:21:08.237583
2019-02-19 18:21:07.130223,2019-02-19 18:21:06.898296,2019-02-19 18:21:08.238070
2019-02-19 18:21:07.144609,2019-02-19 18:21:06.911476,2019-02-19 18:21:08.238548
2019-02-19 18:21:07.151701,2019-02-19 18:21:06.921517,2019-02-19 18:21:08.239025
2019-02-19 18:21:07.137254,2019-02-19 18:21:06.903220,2019-02-19 18:21:08.239525
2019-02-19 18:21:07.150308,2019-02-19 18:21:06.912292,2019-02-19 18:21:08.240009
2019-02-19 18:21:07.143759,2019-02-19 18:21:06.912701,2019-02-19 18:21:08.262319
2019-02-19 18:21:07.158642,2019-02-19 18:21:06.929813,2019-02-19 18:21:08.263045
2019-02-19 18:21:07.159508,2019-02-19 18:21:06.927220,2019-02-19 18:21:08.263562
2019-02-19 18:21:07.150084,2019-02-19 18:21:06.917695,2019-02-19 18:21:08.363837
2019-02-19 18:21:07.143348,2019-02-19 18:21:06.914677,2019-02-19 18:21:08.364678
2019-02-19 18:21:07.164303,2019-02-19 18:21:06.930207,2019-02-19 18:21:08.365185
2019-02-19 18:21:07.147051,2019-02-19 18:21:06.918109,2019-02-19 18:21:08.365680
2019-02-19 18:21:07.157747,2019-02-19 18:21:06.924339,2019-02-19 18:21:08.366163
2019-02-19 18:21:07.147476,2019-02-19 18:21:06.916739,2019-02-19 18:21:08.366645
2019-02-19 18:21:07.162625,2019-02-19 18:21:06.928893,2019-02-19 18:21:08.367134
2019-02-19 18:21:07.128465,2019-02-19 18:21:06.897829,2019-02-19 18:21:08.375613
2019-02-19 18:21:07.158182,2019-02-19 18:21:06.908835,2019-02-19 18:21:08.376106
2019-02-19 18:21:07.161343,2019-02-19 18:21:06.926810,2019-02-19 18:21:08.376612
2019-02-19 18:21:07.159054,2019-02-19 18:21:06.927639,2019-02-19 18:21:08.377113
2019-02-19 18:21:07.154951,2019-02-19 18:21:06.925623,2019-02-19 18:21:08.377594
2019-02-19 18:21:07.145601,2019-02-19 18:21:06.915057,2019-02-19 18:21:08.378080
2019-02-19 18:21:07.132562,2019-02-19 18:21:06.899367,2019-02-19 18:21:08.489233
2019-02-19 18:21:07.153642,2019-02-19 18:21:06.924741,2019-02-19 18:21:08.490084
2019-02-19 18:21:07.145147,2019-02-19 18:21:06.915926,2019-02-19 18:21:08.490564
2019-02-19 18:21:07.165570,2019-02-19 18:21:06.921925,2019-02-19 18:21:08.491066
2019-02-19 18:21:07.162217,2019-02-19 18:21:06.931071,2019-02-19 18:21:08.491547
2019-02-19 18:21:07.141190,2019-02-19 18:21:06.909262,2019-02-19 18:21:08.492011
2019-02-19 18:21:07.159953,2019-02-19 18:21:06.931900,2019-02-19 18:21:08.492481
2019-02-19 18:21:07.163038,2019-02-19 18:21:06.931496,2019-02-19 18:21:08.602886
2019-02-19 18:21:07.154510,2019-02-19 18:21:06.919360,2019-02-19 18:21:08.603721
2019-02-19 18:22:07.173756,2019-02-19 18:22:06.944924,2019-02-19 18:22:07.726386
2019-02-19 18:22:07.164332,2019-02-19 18:22:06.935740,2019-02-19 18:22:07.730343
2019-02-19 18:22:07.163383,2019-02-19 18:22:06.934236,2019-02-19 18:22:07.730907
2019-02-19 18:22:07.157905,2019-02-19 18:22:06.927925,2019-02-19 18:22:07.731473
2019-02-19 18:22:07.192900,2019-02-19 18:22:06.963875,2019-02-19 18:22:07.731956
2019-02-19 18:22:07.156919,2019-02-19 18:22:06.924658,2019-02-19 18:22:07.732452
2019-02-19 18:22:07.153803,2019-02-19 18:22:06.919458,2019-02-19 18:22:07.732946
2019-02-19 18:22:07.181326,2019-02-19 18:22:06.952091,2019-02-19 18:22:07.733471
2019-02-19 18:22:07.180848,2019-02-19 18:22:06.950357,2019-02-19 18:22:07.733972
2019-02-19 18:22:07.196728,2019-02-19 18:22:06.967431,2019-02-19 18:22:07.734481
2019-02-19 18:22:07.152915,2019-02-19 18:22:06.924131,2019-02-19 18:22:07.734979
2019-02-19 18:22:07.145555,2019-02-19 18:22:06.916995,2019-02-19 18:22:07.735475
2019-02-19 18:22:07.150473,2019-02-19 18:22:06.918117,2019-02-19 18:22:07.735963
2019-02-19 18:22:07.190157,2019-02-19 18:22:06.960313,2019-02-19 18:22:07.736499
2019-02-19 18:22:07.169439,2019-02-19 18:22:06.941255,2019-02-19 18:22:07.736974
2019-02-19 18:22:07.194889,2019-02-19 18:22:06.952534,2019-02-19 18:22:07.737505
2019-02-19 18:22:07.178118,2019-02-19 18:22:06.947241,2019-02-19 18:22:07.737990
2019-02-19 18:22:07.162053,2019-02-19 18:22:06.933288,2019-02-19 18:22:07.738478
2019-02-19 18:22:07.160058,2019-02-19 18:22:06.931690,2019-02-19 18:22:07.738955
2019-02-19 18:22:07.162484,2019-02-19 18:22:06.929721,2019-02-19 18:22:07.739435
2019-02-19 18:22:07.206197,2019-02-19 18:22:06.972053,2019-02-19 18:22:07.739911
2019-02-19 18:22:07.191556,2019-02-19 18:22:06.958609,2019-02-19 18:22:07.740388
2019-02-19 18:22:07.144980,2019-02-19 18:22:06.915926,2019-02-19 18:22:07.740870
2019-02-19 18:22:07.163883,2019-02-19 18:22:06.933781,2019-02-19 18:22:07.741370
2019-02-19 18:22:07.150034,2019-02-19 18:22:06.916453,2019-02-19 18:22:07.741893
2019-02-19 18:22:07.172079,2019-02-19 18:22:06.941723,2019-02-19 18:22:07.742388
2019-02-19 18:22:07.151935,2019-02-19 18:22:06.918558,2019-02-19 18:22:07.742886
2019-02-19 18:22:07.176257,2019-02-19 18:22:06.946818,2019-02-19 18:22:07.743371
2019-02-19 18:22:07.147941,2019-02-19 18:22:06.919018,2019-02-19 18:22:07.743845
2019-02-19 18:22:07.146031,2019-02-19 18:22:06.917648,2019-02-19 18:22:07.744320
2019-02-19 18:22:07.154241,2019-02-19 18:22:06.919905,2019-02-19 18:22:07.744801
2019-02-19 18:22:07.156489,2019-02-19 18:22:06.926403,2019-02-19 18:22:07.745300
2019-02-19 18:22:07.167448,2019-02-19 18:22:06.932689,2019-02-19 18:22:07.745777
2019-02-19 18:22:07.158839,2019-02-19 18:22:06.926840,2019-02-19 18:22:07.746281
2019-02-19 18:22:07.146459,2019-02-19 18:22:06.915341,2019-02-19 18:22:07.746768
2019-02-19 18:22:07.152442,2019-02-19 18:22:06.923610,2019-02-19 18:22:07.747265
2019-02-19 18:22:07.186633,2019-02-19 18:22:06.956743,2019-02-19 18:22:07.747796
2019-02-19 18:22:07.154672,2019-02-19 18:22:06.925356,2019-02-19 18:22:07.748304
2019-02-19 18:22:07.156054,2019-02-19 18:22:06.922358,2019-02-19 18:22:07.748791
2019-02-19 18:22:07.168923,2019-02-19 18:22:06.940538,2019-02-19 18:22:07.749293
2019-02-19 18:22:07.151439,2019-02-19 18:22:06.922882,2019-02-19 18:22:07.839965
2019-02-19 18:22:07.182701,2019-02-19 18:22:06.948963,2019-02-19 18:22:07.840852
2019-02-19 18:22:07.150936,2019-02-19 18:22:06.921828,2019-02-19 18:22:07.841393
2019-02-19 18:22:07.175798,2019-02-19 18:22:06.943613,2019-02-19 18:22:07.841868
2019-02-19 18:22:07.166598,2019-02-19 18:22:06.937769,2019-02-19 18:22:07.842351
2019-02-19 18:22:07.162913,2019-02-19 18:22:06.930768,2019-02-19 18:22:07.936750
2019-02-19 18:22:07.170399,2019-02-19 18:22:06.942184,2019-02-19 18:22:07.937742
2019-02-19 18:22:07.184382,2019-02-19 18:22:06.954017,2019-02-19 18:22:07.938247
2019-02-19 18:22:07.197843,2019-02-19 18:22:06.966147,2019-02-19 18:22:07.938716
2019-02-19 18:22:07.158411,2019-02-19 18:22:06.928422,2019-02-19 18:22:07.939214
2019-02-19 18:22:07.161535,2019-02-19 18:22:06.928953,2019-02-19 18:22:07.939719
2019-02-19 18:22:07.177611,2019-02-19 18:22:06.949509,2019-02-19 18:22:07.940207
2019-02-19 18:22:07.185696,2019-02-19 18:22:06.956312,2019-02-19 18:22:07.940733
2019-02-19 18:22:07.165713,2019-02-19 18:22:06.936781,2019-02-19 18:22:07.941243
2019-02-19 18:22:07.204673,2019-02-19 18:22:06.970188,2019-02-19 18:22:07.941760
2019-02-19 18:22:07.177144,2019-02-19 18:22:06.948110,2019-02-19 18:22:07.942252
2019-02-19 18:22:07.178590,2019-02-19 18:22:06.944075,2019-02-19 18:22:07.942767
2019-02-19 18:22:07.179438,2019-02-19 18:22:06.948535,2019-02-19 18:22:07.943263
2019-02-19 18:22:07.153301,2019-02-19 18:22:06.921344,2019-02-19 18:22:07.943746
2019-02-19 18:22:07.149539,2019-02-19 18:22:06.920794,2019-02-19 18:22:07.944227
2019-02-19 18:22:07.161004,2019-02-19 18:22:06.930255,2019-02-19 18:22:07.944737
2019-02-19 18:22:07.189277,2019-02-19 18:22:06.954588,2019-02-19 18:22:07.945259
2019-02-19 18:22:07.190610,2019-02-19 18:22:06.957273,2019-02-19 18:22:07.945743
2019-02-19 18:22:07.187545,2019-02-19 18:22:06.959039,2019-02-19 18:22:07.946226
2019-02-19 18:22:07.157438,2019-02-19 18:22:06.927279,2019-02-19 18:22:07.946702
2019-02-19 18:22:07.182197,2019-02-19 18:22:06.953583,2019-02-19 18:22:07.947224
2019-02-19 18:22:07.165290,2019-02-19 18:22:06.936243,2019-02-19 18:22:07.947700
2019-02-19 18:22:07.167036,2019-02-19 18:22:06.938964,2019-02-19 18:22:07.948176
2019-02-19 18:22:07.175366,2019-02-19 18:22:06.945978,2019-02-19 18:22:07.948663
2019-02-19 18:22:07.171613,2019-02-19 18:22:06.940050,2019-02-19 18:22:07.949157
2019-02-19 18:22:07.166141,2019-02-19 18:22:06.935238,2019-02-19 18:22:07.949631
2019-02-19 18:22:07.181776,2019-02-19 18:22:06.950797,2019-02-19 18:22:07.950111
2019-02-19 18:22:07.174845,2019-02-19 18:22:06.944503,2019-02-19 18:22:07.950587
2019-02-19 18:22:07.155089,2019-02-19 18:22:06.920358,2019-02-19 18:22:07.951065
2019-02-19 18:22:07.160545,2019-02-19 18:22:06.931260,2019-02-19 18:22:07.951563
2019-02-19 18:22:07.173056,2019-02-19 18:22:06.943104,2019-02-19 18:22:07.952040
2019-02-19 18:22:07.183360,2019-02-19 18:22:06.951226,2019-02-19 18:22:07.953297
2019-02-19 18:22:07.198326,2019-02-19 18:22:06.966577,2019-02-19 18:22:08.066794
2019-02-19 18:22:07.195383,2019-02-19 18:22:06.961709,2019-02-19 18:22:08.110971
2019-02-19 18:22:07.186170,2019-02-19 18:22:06.952979,2019-02-19 18:22:08.111743
2019-02-19 18:22:07.194635,2019-02-19 18:22:06.962554,2019-02-19 18:22:08.112246
2019-02-19 18:22:07.203153,2019-02-19 18:22:06.970633,2019-02-19 18:22:08.112739
2019-02-19 18:22:07.188938,2019-02-19 18:22:06.957724,2019-02-19 18:22:08.113247
2019-02-19 18:22:07.193746,2019-02-19 18:22:06.961284,2019-02-19 18:22:08.113747
2019-02-19 18:22:07.179013,2019-02-19 18:22:06.949941,2019-02-19 18:22:08.114241
2019-02-19 18:22:07.180373,2019-02-19 18:22:06.951657,2019-02-19 18:22:08.114725
2019-02-19 18:22:07.179911,2019-02-19 18:22:06.946399,2019-02-19 18:22:08.115221
2019-02-19 18:22:07.169875,2019-02-19 18:22:06.939548,2019-02-19 18:22:08.115699
2019-02-19 18:22:07.183893,2019-02-19 18:22:06.955456,2019-02-19 18:22:08.116180
2019-02-19 18:22:07.168446,2019-02-19 18:22:06.934744,2019-02-19 18:22:08.116682
2019-02-19 18:22:07.188509,2019-02-19 18:22:06.947695,2019-02-19 18:22:08.117198
2019-02-19 18:22:07.187979,2019-02-19 18:22:06.959463,2019-02-19 18:22:08.117732
2019-02-19 18:22:07.155587,2019-02-19 18:22:06.925894,2019-02-19 18:22:08.118240
2019-02-19 18:22:07.204190,2019-02-19 18:22:06.968737,2019-02-19 18:22:08.180429
2019-02-19 18:22:07.184831,2019-02-19 18:22:06.955884,2019-02-19 18:22:08.181248
2019-02-19 18:22:07.164766,2019-02-19 18:22:06.932119,2019-02-19 18:22:08.181752
2019-02-19 18:22:07.172558,2019-02-19 18:22:06.942662,2019-02-19 18:22:08.182252
2019-02-19 18:22:07.208692,2019-02-19 18:22:06.971347,2019-02-19 18:22:08.182743
2019-02-19 18:22:07.205748,2019-02-19 18:22:06.968300,2019-02-19 18:22:08.183236
2019-02-19 18:22:07.197233,2019-02-19 18:22:06.964300,2019-02-19 18:22:08.228515
2019-02-19 18:22:07.191078,2019-02-19 18:22:06.958151,2019-02-19 18:22:08.229300
2019-02-19 18:22:07.194207,2019-02-19 18:22:06.962131,2019-02-19 18:22:08.229798
2019-02-19 18:22:07.207441,2019-02-19 18:22:06.967008,2019-02-19 18:22:08.230280
2019-02-19 18:22:07.191979,2019-02-19 18:22:06.962996,2019-02-19 18:22:08.230762
2019-02-19 18:22:07.187087,2019-02-19 18:22:06.955024,2019-02-19 18:22:08.231257
2019-02-19 18:22:07.192473,2019-02-19 18:22:06.963423,2019-02-19 18:22:08.231736
2019-02-19 18:22:07.207028,2019-02-19 18:22:06.970994,2019-02-19 18:22:08.232230
2019-02-19 18:22:07.176719,2019-02-19 18:22:06.945536,2019-02-19 18:22:08.294042
2019-02-19 18:22:07.193275,2019-02-19 18:22:06.960732,2019-02-19 18:22:08.294885
2019-02-19 18:22:07.195849,2019-02-19 18:22:06.965287,2019-02-19 18:22:08.295376
2019-02-19 18:22:07.170839,2019-02-19 18:22:06.938339,2019-02-19 18:22:08.295872
2019-02-19 18:22:07.207859,2019-02-19 18:22:06.969314,2019-02-19 18:22:08.407768
2019-02-19 18:22:07.205289,2019-02-19 18:22:06.971701,2019-02-19 18:22:08.408592
2019-02-19 18:22:07.198763,2019-02-19 18:22:06.964741,2019-02-19 18:22:08.409098
2019-02-19 18:22:07.185278,2019-02-19 18:22:06.940959,2019-02-19 18:22:08.409584
2019-02-19 18:22:07.208273,2019-02-19 18:22:06.969765,2019-02-19 18:22:08.410064
2019-02-19 18:22:07.196318,2019-02-19 18:22:06.965716,2019-02-19 18:22:08.410542
2019-02-19 18:22:07.203742,2019-02-19 18:22:06.972470,2019-02-19 18:22:08.411027
2019-02-19 18:22:07.189738,2019-02-19 18:22:06.959890,2019-02-19 18:22:08.521247
2019-02-19 18:22:07.206611,2019-02-19 18:22:06.967872,2019-02-19 18:22:08.522073
2019-02-19 18:23:07.178792,2019-02-19 18:23:06.947945,2019-02-19 18:23:07.681484
2019-02-19 18:23:07.168148,2019-02-19 18:23:06.934740,2019-02-19 18:23:07.682371
2019-02-19 18:23:07.163273,2019-02-19 18:23:06.934168,2019-02-19 18:23:07.682865
2019-02-19 18:23:07.168599,2019-02-19 18:23:06.936766,2019-02-19 18:23:07.683351
2019-02-19 18:23:07.171605,2019-02-19 18:23:06.938460,2019-02-19 18:23:07.683834
2019-02-19 18:23:07.173577,2019-02-19 18:23:06.943700,2019-02-19 18:23:07.684318
2019-02-19 18:23:07.157317,2019-02-19 18:23:06.926041,2019-02-19 18:23:07.684800
2019-02-19 18:23:07.165794,2019-02-19 18:23:06.937457,2019-02-19 18:23:07.685386
2019-02-19 18:23:07.160519,2019-02-19 18:23:06.931533,2019-02-19 18:23:07.685917
2019-02-19 18:23:07.169861,2019-02-19 18:23:06.939391,2019-02-19 18:23:07.686410
2019-02-19 18:23:07.171182,2019-02-19 18:23:06.936227,2019-02-19 18:23:07.686902
2019-02-19 18:23:07.167689,2019-02-19 18:23:06.928985,2019-02-19 18:23:07.687388
2019-02-19 18:23:07.175755,2019-02-19 18:23:06.947442,2019-02-19 18:23:07.687870
2019-02-19 18:23:07.161253,2019-02-19 18:23:06.927543,2019-02-19 18:23:07.688359
2019-02-19 18:23:07.179635,2019-02-19 18:23:06.945344,2019-02-19 18:23:07.688837
2019-02-19 18:23:07.177335,2019-02-19 18:23:06.946992,2019-02-19 18:23:07.689342
2019-02-19 18:23:07.161736,2019-02-19 18:23:06.927009,2019-02-19 18:23:07.689836
2019-02-19 18:23:07.170771,2019-02-19 18:23:06.941583,2019-02-19 18:23:07.690380
2019-02-19 18:23:07.176292,2019-02-19 18:23:06.945928,2019-02-19 18:23:07.690845
2019-02-19 18:23:07.156822,2019-02-19 18:23:06.928474,2019-02-19 18:23:07.691366
2019-02-19 18:23:07.158094,2019-02-19 18:23:06.930060,2019-02-19 18:23:07.691850
2019-02-19 18:23:07.172054,2019-02-19 18:23:06.939899,2019-02-19 18:23:07.692371
2019-02-19 18:23:07.165296,2019-02-19 18:23:06.935261,2019-02-19 18:23:07.692846
2019-02-19 18:23:07.167451,2019-02-19 18:23:06.929502,2019-02-19 18:23:07.737102
2019-02-19 18:23:07.166722,2019-02-19 18:23:06.938001,2019-02-19 18:23:07.737846
2019-02-19 18:23:07.156219,2019-02-19 18:23:06.928020,2019-02-19 18:23:07.738353
2019-02-19 18:23:07.167136,2019-02-19 18:23:06.935791,2019-02-19 18:23:07.738873
2019-02-19 18:23:07.172621,2019-02-19 18:23:06.942091,2019-02-19 18:23:07.739370
2019-02-19 18:23:07.162312,2019-02-19 18:23:06.930529,2019-02-19 18:23:07.739862
2019-02-19 18:23:07.193886,2019-02-19 18:23:06.961936,2019-02-19 18:23:07.793335
2019-02-19 18:23:07.189965,2019-02-19 18:23:06.956050,2019-02-19 18:23:07.794178
2019-02-19 18:23:07.218115,2019-02-19 18:23:06.983107,2019-02-19 18:23:07.794672
2019-02-19 18:23:07.200052,2019-02-19 18:23:06.969261,2019-02-19 18:23:07.795156
2019-02-19 18:23:07.193437,2019-02-19 18:23:06.964022,2019-02-19 18:23:07.795664
2019-02-19 18:23:07.206118,2019-02-19 18:23:06.960462,2019-02-19 18:23:07.796186
2019-02-19 18:23:07.197133,2019-02-19 18:23:06.960043,2019-02-19 18:23:07.796706
2019-02-19 18:23:07.203672,2019-02-19 18:23:06.972490,2019-02-19 18:23:07.850681
2019-02-19 18:23:07.200510,2019-02-19 18:23:06.965485,2019-02-19 18:23:07.851490
2019-02-19 18:23:07.209291,2019-02-19 18:23:06.977715,2019-02-19 18:23:07.851997
2019-02-19 18:23:07.185460,2019-02-19 18:23:06.952000,2019-02-19 18:23:07.852494
2019-02-19 18:23:07.196594,2019-02-19 18:23:06.961506,2019-02-19 18:23:07.853026
2019-02-19 18:23:07.188067,2019-02-19 18:23:06.953320,2019-02-19 18:23:07.853534
2019-02-19 18:23:07.204508,2019-02-19 18:23:06.969692,2019-02-19 18:23:07.854060
2019-02-19 18:23:07.169325,2019-02-19 18:23:06.940907,2019-02-19 18:23:07.929209
2019-02-19 18:23:07.191908,2019-02-19 18:23:06.960879,2019-02-19 18:23:07.930007
2019-02-19 18:23:07.186206,2019-02-19 18:23:06.955614,2019-02-19 18:23:07.930530
2019-02-19 18:23:07.188542,2019-02-19 18:23:06.953847,2019-02-19 18:23:07.931015
2019-02-19 18:23:07.174349,2019-02-19 18:23:06.940385,2019-02-19 18:23:07.931519
2019-02-19 18:23:07.186710,2019-02-19 18:23:06.954314,2019-02-19 18:23:07.932031
2019-02-19 18:23:07.187636,2019-02-19 18:23:06.956406,2019-02-19 18:23:07.932514
