Vic_date,Agre_date,dateStore
2019-02-19 13:55:43.604839,2019-02-19 13:55:43.375910,2019-02-19 13:55:44.294447
2019-02-19 13:55:43.582280,2019-02-19 13:55:43.351231,2019-02-19 13:55:44.294913
2019-02-19 13:55:43.581769,2019-02-19 13:55:43.353260,2019-02-19 13:55:44.295460
2019-02-19 13:55:43.587766,2019-02-19 13:55:43.359336,2019-02-19 13:55:44.295976
2019-02-19 13:55:43.577638,2019-02-19 13:55:43.349149,2019-02-19 13:55:44.296463
2019-02-19 13:55:43.594546,2019-02-19 13:55:43.364469,2019-02-19 13:55:44.296961
2019-02-19 13:55:43.629702,2019-02-19 13:55:43.395313,2019-02-19 13:55:44.297486
2019-02-19 13:55:43.582789,2019-02-19 13:55:43.350300,2019-02-19 13:55:44.297991
2019-02-19 13:55:43.611747,2019-02-19 13:55:43.379333,2019-02-19 13:55:44.406128
2019-02-19 13:55:43.599718,2019-02-19 13:55:43.369452,2019-02-19 13:55:44.406994
2019-02-19 13:55:43.618555,2019-02-19 13:55:43.387134,2019-02-19 13:55:44.407489
2019-02-19 13:55:43.656036,2019-02-19 13:55:43.421587,2019-02-19 13:55:44.407987
2019-02-19 13:55:43.611277,2019-02-19 13:55:43.377768,2019-02-19 13:55:44.467889
2019-02-19 13:55:43.607759,2019-02-19 13:55:43.374257,2019-02-19 13:55:44.468648
2019-02-19 13:55:43.621507,2019-02-19 13:55:43.387555,2019-02-19 13:55:44.469187
2019-02-19 13:55:43.624310,2019-02-19 13:55:43.391595,2019-02-19 13:55:44.469685
2019-02-19 13:55:43.642619,2019-02-19 13:55:43.411335,2019-02-19 13:55:44.470193
2019-02-19 13:55:43.645362,2019-02-19 13:55:43.410472,2019-02-19 13:55:44.470672
2019-02-19 13:55:43.633818,2019-02-19 13:55:43.403420,2019-02-19 13:55:44.471173
2019-02-19 13:55:43.595939,2019-02-19 13:55:43.363884,2019-02-19 13:55:44.471668
2019-02-19 13:55:43.621049,2019-02-19 13:55:43.388753,2019-02-19 13:55:44.472130
2019-02-19 13:55:43.594993,2019-02-19 13:55:43.360747,2019-02-19 13:55:44.472604
2019-02-19 13:55:43.583269,2019-02-19 13:55:43.354131,2019-02-19 13:55:44.473050
2019-02-19 13:55:43.613761,2019-02-19 13:55:43.380299,2019-02-19 13:55:44.473546
2019-02-19 13:55:43.586019,2019-02-19 13:55:43.352654,2019-02-19 13:55:44.473976
2019-02-19 13:55:43.596404,2019-02-19 13:55:43.362370,2019-02-19 13:55:44.474482
2019-02-19 13:55:43.650888,2019-02-19 13:55:43.420042,2019-02-19 13:55:44.475001
2019-02-19 13:55:43.644862,2019-02-19 13:55:43.415295,2019-02-19 13:55:44.475490
2019-02-19 13:55:43.588838,2019-02-19 13:55:43.360290,2019-02-19 13:55:44.475961
2019-02-19 13:55:43.603464,2019-02-19 13:55:43.373366,2019-02-19 13:55:44.476447
2019-02-19 13:55:43.642189,2019-02-19 13:55:43.412213,2019-02-19 13:55:44.476875
2019-02-19 13:55:43.633390,2019-02-19 13:55:43.398953,2019-02-19 13:55:44.477361
2019-02-19 13:55:43.614616,2019-02-19 13:55:43.383889,2019-02-19 13:55:44.477833
2019-02-19 13:55:43.622419,2019-02-19 13:55:43.390756,2019-02-19 13:55:44.478356
2019-02-19 13:55:43.583749,2019-02-19 13:55:43.353702,2019-02-19 13:55:44.478848
2019-02-19 13:55:43.597397,2019-02-19 13:55:43.368639,2019-02-19 13:55:44.479332
2019-02-19 13:55:43.600621,2019-02-19 13:55:43.371758,2019-02-19 13:55:44.479810
2019-02-19 13:55:43.616537,2019-02-19 13:55:43.384417,2019-02-19 13:55:44.480295
2019-02-19 13:55:43.599240,2019-02-19 13:55:43.367638,2019-02-19 13:55:44.480794
2019-02-19 13:55:43.653285,2019-02-19 13:55:43.420484,2019-02-19 13:55:44.481310
2019-02-19 13:55:43.616956,2019-02-19 13:55:43.383351,2019-02-19 13:55:44.481784
2019-02-19 13:55:43.628403,2019-02-19 13:55:43.393551,2019-02-19 13:55:44.482271
2019-02-19 13:55:43.631356,2019-02-19 13:55:43.400251,2019-02-19 13:55:44.482738
2019-02-19 13:55:43.603911,2019-02-19 13:55:43.370377,2019-02-19 13:55:44.519629
2019-02-19 13:55:43.602983,2019-02-19 13:55:43.373797,2019-02-19 13:55:44.520334
2019-02-19 13:55:43.608806,2019-02-19 13:55:43.378331,2019-02-19 13:55:44.520833
2019-02-19 13:55:43.592135,2019-02-19 13:55:43.362891,2019-02-19 13:55:44.521344
2019-02-19 13:55:43.626224,2019-02-19 13:55:43.392436,2019-02-19 13:55:44.521830
2019-02-19 13:55:43.644441,2019-02-19 13:55:43.411792,2019-02-19 13:55:44.522320
2019-02-19 13:55:43.645821,2019-02-19 13:55:43.398134,2019-02-19 13:55:44.633679
2019-02-19 13:55:43.637688,2019-02-19 13:55:43.405203,2019-02-19 13:55:44.634564
2019-02-19 13:55:43.613264,2019-02-19 13:55:43.382331,2019-02-19 13:55:44.635044
2019-02-19 13:55:43.608366,2019-02-19 13:55:43.379863,2019-02-19 13:55:44.635551
2019-02-19 13:55:43.636516,2019-02-19 13:55:43.406054,2019-02-19 13:55:44.636038
2019-02-19 13:55:43.648784,2019-02-19 13:55:43.417437,2019-02-19 13:55:44.636521
2019-02-19 13:55:43.654125,2019-02-19 13:55:43.417900,2019-02-19 13:55:44.637011
2019-02-19 13:55:43.625775,2019-02-19 13:55:43.392009,2019-02-19 13:55:44.637572
2019-02-19 13:55:43.643529,2019-02-19 13:55:43.414113,2019-02-19 13:55:44.638131
2019-02-19 13:55:43.627106,2019-02-19 13:55:43.396625,2019-02-19 13:55:44.638625
2019-02-19 13:55:43.654964,2019-02-19 13:55:43.414543,2019-02-19 13:55:44.639118
2019-02-19 13:55:43.636937,2019-02-19 13:55:43.406493,2019-02-19 13:55:44.639611
2019-02-19 13:55:43.649358,2019-02-19 13:55:43.419621,2019-02-19 13:55:44.640239
2019-02-19 13:55:43.628832,2019-02-19 13:55:43.397696,2019-02-19 13:55:44.640788
2019-02-19 13:55:43.634689,2019-02-19 13:55:43.404270,2019-02-19 13:55:44.641393
2019-02-19 13:55:43.623423,2019-02-19 13:55:43.391174,2019-02-19 13:55:44.641885
2019-02-19 13:55:43.605758,2019-02-19 13:55:43.374766,2019-02-19 13:55:44.642371
2019-02-19 13:55:43.632290,2019-02-19 13:55:43.399399,2019-02-19 13:55:44.642867
2019-02-19 13:55:43.600159,2019-02-19 13:55:43.368164,2019-02-19 13:55:44.643347
2019-02-19 13:55:43.605344,2019-02-19 13:55:43.370820,2019-02-19 13:55:44.643831
2019-02-19 13:55:43.612734,2019-02-19 13:55:43.381737,2019-02-19 13:55:44.644346
2019-02-19 13:55:43.586697,2019-02-19 13:55:43.358396,2019-02-19 13:55:44.644835
2019-02-19 13:55:43.640697,2019-02-19 13:55:43.407229,2019-02-19 13:55:44.645356
2019-02-19 13:55:43.646318,2019-02-19 13:55:43.414843,2019-02-19 13:55:44.645842
2019-02-19 13:55:43.643103,2019-02-19 13:55:43.409582,2019-02-19 13:55:44.747425
2019-02-19 13:55:43.636065,2019-02-19 13:55:43.405625,2019-02-19 13:55:44.748353
2019-02-19 13:55:43.627562,2019-02-19 13:55:43.397199,2019-02-19 13:55:44.748851
2019-02-19 13:55:43.651330,2019-02-19 13:55:43.418757,2019-02-19 13:55:44.749496
2019-02-19 13:55:43.624775,2019-02-19 13:55:43.392876,2019-02-19 13:55:44.750008
2019-02-19 13:55:43.615635,2019-02-19 13:55:43.386202,2019-02-19 13:55:44.750525
2019-02-19 13:55:43.622932,2019-02-19 13:55:43.393999,2019-02-19 13:55:44.751063
2019-02-19 13:55:43.627991,2019-02-19 13:55:43.395751,2019-02-19 13:55:44.751581
2019-02-19 13:55:43.620176,2019-02-19 13:55:43.388295,2019-02-19 13:55:44.868322
2019-02-19 13:55:43.614193,2019-02-19 13:55:43.384895,2019-02-19 13:55:44.869248
2019-02-19 13:55:43.607251,2019-02-19 13:55:43.378826,2019-02-19 13:55:44.869745
2019-02-19 13:55:43.632799,2019-02-19 13:55:43.401278,2019-02-19 13:55:44.870288
2019-02-19 13:55:43.635585,2019-02-19 13:55:43.403855,2019-02-19 13:55:44.870789
2019-02-19 13:55:43.648278,2019-02-19 13:55:43.413197,2019-02-19 13:55:44.871286
2019-02-19 13:55:43.641291,2019-02-19 13:55:43.407694,2019-02-19 13:55:44.871832
2019-02-19 13:55:43.653714,2019-02-19 13:55:43.419194,2019-02-19 13:55:44.872323
2019-02-19 13:55:43.601555,2019-02-19 13:55:43.371302,2019-02-19 13:55:44.936459
2019-02-19 13:55:43.647321,2019-02-19 13:55:43.413676,2019-02-19 13:55:44.937214
2019-02-19 13:55:43.647757,2019-02-19 13:55:43.416890,2019-02-19 13:55:44.937703
2019-02-19 13:55:43.631853,2019-02-19 13:55:43.400673,2019-02-19 13:55:44.938192
2019-02-19 13:55:43.655730,2019-02-19 13:55:43.409101,2019-02-19 13:55:44.938685
2019-02-19 13:55:43.655380,2019-02-19 13:55:43.404715,2019-02-19 13:55:44.939165
2019-02-19 13:55:43.620596,2019-02-19 13:55:43.385723,2019-02-19 13:55:44.939654
2019-02-19 13:55:43.634262,2019-02-19 13:55:43.402994,2019-02-19 13:55:44.940124
2019-02-19 13:55:43.639610,2019-02-19 13:55:43.408565,2019-02-19 13:55:44.981785
2019-02-19 13:55:43.652220,2019-02-19 13:55:43.420925,2019-02-19 13:55:45.062412
2019-02-19 13:55:43.623870,2019-02-19 13:55:43.394430,2019-02-19 13:55:45.063296
2019-02-19 13:55:43.637277,2019-02-19 13:55:43.398548,2019-02-19 13:55:45.063792
2019-02-19 13:55:43.654544,2019-02-19 13:55:43.416063,2019-02-19 13:55:45.064274
2019-02-19 13:55:43.630847,2019-02-19 13:55:43.402575,2019-02-19 13:55:45.064773
2019-02-19 13:55:43.619135,2019-02-19 13:55:43.390331,2019-02-19 13:55:45.065300
2019-02-19 13:55:43.638162,2019-02-19 13:55:43.402139,2019-02-19 13:55:45.065783
2019-02-19 13:55:43.649844,2019-02-19 13:55:43.418315,2019-02-19 13:55:45.095433
2019-02-19 13:55:43.640075,2019-02-19 13:55:43.372774,2019-02-19 13:55:45.209171
2019-02-19 13:55:43.651767,2019-02-19 13:55:43.422021,2019-02-19 13:55:45.209992
2019-02-19 13:55:43.641731,2019-02-19 13:55:43.410913,2019-02-19 13:55:45.210497
2019-02-19 13:55:43.635143,2019-02-19 13:55:43.401700,2019-02-19 13:55:45.210973
2019-02-19 13:55:43.650422,2019-02-19 13:55:43.416480,2019-02-19 13:55:45.211449
2019-02-19 13:56:43.629347,2019-02-19 13:56:43.395297,2019-02-19 13:56:44.202966
2019-02-19 13:56:43.612345,2019-02-19 13:56:43.384117,2019-02-19 13:56:44.234451
2019-02-19 13:56:43.653611,2019-02-19 13:56:43.423573,2019-02-19 13:56:44.235273
2019-02-19 13:56:43.625661,2019-02-19 13:56:43.391554,2019-02-19 13:56:44.235764
2019-02-19 13:56:43.641639,2019-02-19 13:56:43.409744,2019-02-19 13:56:44.236249
2019-02-19 13:56:43.613828,2019-02-19 13:56:43.382163,2019-02-19 13:56:44.236735
2019-02-19 13:56:43.626147,2019-02-19 13:56:43.396306,2019-02-19 13:56:44.237353
2019-02-19 13:56:43.660055,2019-02-19 13:56:43.432088,2019-02-19 13:56:44.237862
2019-02-19 13:56:43.619390,2019-02-19 13:56:43.387542,2019-02-19 13:56:44.238384
2019-02-19 13:56:43.665710,2019-02-19 13:56:43.427099,2019-02-19 13:56:44.238870
2019-02-19 13:56:43.651666,2019-02-19 13:56:43.418214,2019-02-19 13:56:44.239336
2019-02-19 13:56:43.634845,2019-02-19 13:56:43.403314,2019-02-19 13:56:44.239808
2019-02-19 13:56:43.630264,2019-02-19 13:56:43.400029,2019-02-19 13:56:44.240283
2019-02-19 13:56:43.632076,2019-02-19 13:56:43.398059,2019-02-19 13:56:44.240748
2019-02-19 13:56:43.648995,2019-02-19 13:56:43.417001,2019-02-19 13:56:44.241242
2019-02-19 13:56:43.628190,2019-02-19 13:56:43.397588,2019-02-19 13:56:44.241711
2019-02-19 13:56:43.620305,2019-02-19 13:56:43.386625,2019-02-19 13:56:44.242192
2019-02-19 13:56:43.616829,2019-02-19 13:56:43.388518,2019-02-19 13:56:44.242676
2019-02-19 13:56:43.620728,2019-02-19 13:56:43.391046,2019-02-19 13:56:44.243145
2019-02-19 13:56:43.626709,2019-02-19 13:56:43.392468,2019-02-19 13:56:44.243619
2019-02-19 13:56:43.629834,2019-02-19 13:56:43.399523,2019-02-19 13:56:44.244072
2019-02-19 13:56:43.632911,2019-02-19 13:56:43.399025,2019-02-19 13:56:44.244561
2019-02-19 13:56:43.618282,2019-02-19 13:56:43.386169,2019-02-19 13:56:44.245046
2019-02-19 13:56:43.644256,2019-02-19 13:56:43.413855,2019-02-19 13:56:44.245562
2019-02-19 13:56:43.611861,2019-02-19 13:56:43.383642,2019-02-19 13:56:44.246035
2019-02-19 13:56:43.610735,2019-02-19 13:56:43.381056,2019-02-19 13:56:44.246512
2019-02-19 13:56:43.656992,2019-02-19 13:56:43.424846,2019-02-19 13:56:44.246998
2019-02-19 13:56:43.621265,2019-02-19 13:56:43.388961,2019-02-19 13:56:44.247463
2019-02-19 13:56:43.638179,2019-02-19 13:56:43.408476,2019-02-19 13:56:44.247938
2019-02-19 13:56:43.613002,2019-02-19 13:56:43.384585,2019-02-19 13:56:44.248422
2019-02-19 13:56:43.667227,2019-02-19 13:56:43.437777,2019-02-19 13:56:44.248887
2019-02-19 13:56:43.624720,2019-02-19 13:56:43.394196,2019-02-19 13:56:44.249383
2019-02-19 13:56:43.638644,2019-02-19 13:56:43.406619,2019-02-19 13:56:44.249855
2019-02-19 13:56:43.635793,2019-02-19 13:56:43.407533,2019-02-19 13:56:44.250337
2019-02-19 13:56:43.619848,2019-02-19 13:56:43.389574,2019-02-19 13:56:44.250837
2019-02-19 13:56:43.625232,2019-02-19 13:56:43.390559,2019-02-19 13:56:44.251350
2019-02-19 13:56:43.644829,2019-02-19 13:56:43.416552,2019-02-19 13:56:44.251815
2019-02-19 13:56:43.646724,2019-02-19 13:56:43.414809,2019-02-19 13:56:44.252284
2019-02-19 13:56:43.652181,2019-02-19 13:56:43.420340,2019-02-19 13:56:44.252799
2019-02-19 13:56:43.634204,2019-02-19 13:56:43.406065,2019-02-19 13:56:44.253300
2019-02-19 13:56:43.614587,2019-02-19 13:56:43.383136,2019-02-19 13:56:44.316575
2019-02-19 13:56:43.617851,2019-02-19 13:56:43.387060,2019-02-19 13:56:44.317490
2019-02-19 13:56:43.617398,2019-02-19 13:56:43.385198,2019-02-19 13:56:44.317967
2019-02-19 13:56:43.650379,2019-02-19 13:56:43.416120,2019-02-19 13:56:44.318476
2019-02-19 13:56:43.675594,2019-02-19 13:56:43.441262,2019-02-19 13:56:44.318971
2019-02-19 13:56:43.684174,2019-02-19 13:56:43.450290,2019-02-19 13:56:44.319458
2019-02-19 13:56:43.674743,2019-02-19 13:56:43.440247,2019-02-19 13:56:44.319985
2019-02-19 13:56:43.682443,2019-02-19 13:56:43.449468,2019-02-19 13:56:44.320489
2019-02-19 13:56:43.677625,2019-02-19 13:56:43.444780,2019-02-19 13:56:44.354196
2019-02-19 13:56:43.642592,2019-02-19 13:56:43.414390,2019-02-19 13:56:44.354952
2019-02-19 13:56:43.624197,2019-02-19 13:56:43.392008,2019-02-19 13:56:44.355452
2019-02-19 13:56:43.639197,2019-02-19 13:56:43.410334,2019-02-19 13:56:44.355931
2019-02-19 13:56:43.630710,2019-02-19 13:56:43.398532,2019-02-19 13:56:44.356440
2019-02-19 13:56:43.633264,2019-02-19 13:56:43.394829,2019-02-19 13:56:44.356931
2019-02-19 13:56:43.673798,2019-02-19 13:56:43.441677,2019-02-19 13:56:44.357432
2019-02-19 13:56:43.679318,2019-02-19 13:56:43.445093,2019-02-19 13:56:44.429931
2019-02-19 13:56:43.663799,2019-02-19 13:56:43.433948,2019-02-19 13:56:44.430808
2019-02-19 13:56:43.640603,2019-02-19 13:56:43.407079,2019-02-19 13:56:44.459283
2019-02-19 13:56:43.611277,2019-02-19 13:56:43.382661,2019-02-19 13:56:44.459926
2019-02-19 13:56:43.657731,2019-02-19 13:56:43.427962,2019-02-19 13:56:44.460433
2019-02-19 13:56:43.673321,2019-02-19 13:56:43.439022,2019-02-19 13:56:44.460929
2019-02-19 13:56:43.666757,2019-02-19 13:56:43.434368,2019-02-19 13:56:44.461439
2019-02-19 13:56:43.618832,2019-02-19 13:56:43.385693,2019-02-19 13:56:44.461923
2019-02-19 13:56:43.623684,2019-02-19 13:56:43.390072,2019-02-19 13:56:44.462414
2019-02-19 13:56:43.648545,2019-02-19 13:56:43.400968,2019-02-19 13:56:44.462931
2019-02-19 13:56:43.662818,2019-02-19 13:56:43.432908,2019-02-19 13:56:44.463436
2019-02-19 13:56:43.647185,2019-02-19 13:56:43.418637,2019-02-19 13:56:44.463945
2019-02-19 13:56:43.672684,2019-02-19 13:56:43.440658,2019-02-19 13:56:44.464436
2019-02-19 13:56:43.649519,2019-02-19 13:56:43.417642,2019-02-19 13:56:44.464921
2019-02-19 13:56:43.664224,2019-02-19 13:56:43.427563,2019-02-19 13:56:44.465421
2019-02-19 13:56:43.628614,2019-02-19 13:56:43.395807,2019-02-19 13:56:44.465910
2019-02-19 13:56:43.665148,2019-02-19 13:56:43.431654,2019-02-19 13:56:44.466394
2019-02-19 13:56:43.621703,2019-02-19 13:56:43.388042,2019-02-19 13:56:44.466871
2019-02-19 13:56:43.642118,2019-02-19 13:56:43.413364,2019-02-19 13:56:44.467356
2019-02-19 13:56:43.641096,2019-02-19 13:56:43.410779,2019-02-19 13:56:44.467837
2019-02-19 13:56:43.645418,2019-02-19 13:56:43.415225,2019-02-19 13:56:44.468313
2019-02-19 13:56:43.682875,2019-02-19 13:56:43.447260,2019-02-19 13:56:44.468789
2019-02-19 13:56:43.639609,2019-02-19 13:56:43.409302,2019-02-19 13:56:44.469315
2019-02-19 13:56:43.631621,2019-02-19 13:56:43.401292,2019-02-19 13:56:44.469791
2019-02-19 13:56:43.645870,2019-02-19 13:56:43.412739,2019-02-19 13:56:44.470270
2019-02-19 13:56:43.646315,2019-02-19 13:56:43.415679,2019-02-19 13:56:44.490206
2019-02-19 13:56:43.637189,2019-02-19 13:56:43.408070,2019-02-19 13:56:44.490851
2019-02-19 13:56:43.636283,2019-02-19 13:56:43.403862,2019-02-19 13:56:44.491348
2019-02-19 13:56:43.633760,2019-02-19 13:56:43.400500,2019-02-19 13:56:44.491838
2019-02-19 13:56:43.654580,2019-02-19 13:56:43.422286,2019-02-19 13:56:44.492305
2019-02-19 13:56:43.623243,2019-02-19 13:56:43.392962,2019-02-19 13:56:44.492790
2019-02-19 13:56:43.660471,2019-02-19 13:56:43.424396,2019-02-19 13:56:44.493306
2019-02-19 13:56:43.676134,2019-02-19 13:56:43.436944,2019-02-19 13:56:44.493776
2019-02-19 13:56:43.642960,2019-02-19 13:56:43.411165,2019-02-19 13:56:44.543542
2019-02-19 13:56:43.677995,2019-02-19 13:56:43.447678,2019-02-19 13:56:44.544432
2019-02-19 13:56:43.669486,2019-02-19 13:56:43.436537,2019-02-19 13:56:44.544930
2019-02-19 13:56:43.679737,2019-02-19 13:56:43.450722,2019-02-19 13:56:44.545444
2019-02-19 13:56:43.631147,2019-02-19 13:56:43.402860,2019-02-19 13:56:44.545941
2019-02-19 13:56:43.627302,2019-02-19 13:56:43.393685,2019-02-19 13:56:44.546426
2019-02-19 13:56:43.680139,2019-02-19 13:56:43.444206,2019-02-19 13:56:44.546909
2019-02-19 13:56:43.675165,2019-02-19 13:56:43.445923,2019-02-19 13:56:44.583982
2019-02-19 13:56:43.670829,2019-02-19 13:56:43.442098,2019-02-19 13:56:44.584789
2019-02-19 13:56:43.659607,2019-02-19 13:56:43.429942,2019-02-19 13:56:44.585296
2019-02-19 13:56:43.683773,2019-02-19 13:56:43.451167,2019-02-19 13:56:44.585777
2019-02-19 13:56:43.635325,2019-02-19 13:56:43.401805,2019-02-19 13:56:44.586305
2019-02-19 13:56:43.658309,2019-02-19 13:56:43.428381,2019-02-19 13:56:44.586786
2019-02-19 13:56:43.648113,2019-02-19 13:56:43.419477,2019-02-19 13:56:44.587270
2019-02-19 13:56:43.668974,2019-02-19 13:56:43.438608,2019-02-19 13:56:44.587751
2019-02-19 13:56:43.654103,2019-02-19 13:56:43.421388,2019-02-19 13:56:44.588238
2019-02-19 13:56:43.660922,2019-02-19 13:56:43.430807,2019-02-19 13:56:44.588715
2019-02-19 13:56:43.649976,2019-02-19 13:56:43.419917,2019-02-19 13:56:44.589214
2019-02-19 13:56:43.684869,2019-02-19 13:56:43.442508,2019-02-19 13:56:44.589691
2019-02-19 13:56:43.661921,2019-02-19 13:56:43.431249,2019-02-19 13:56:44.590167
2019-02-19 13:56:43.670374,2019-02-19 13:56:43.436090,2019-02-19 13:56:44.590649
2019-02-19 13:56:43.664663,2019-02-19 13:56:43.411614,2019-02-19 13:56:44.591124
2019-02-19 13:56:43.647687,2019-02-19 13:56:43.419067,2019-02-19 13:56:44.591604
2019-02-19 13:56:43.661476,2019-02-19 13:56:43.429505,2019-02-19 13:56:44.592086
2019-02-19 13:56:43.637622,2019-02-19 13:56:43.404813,2019-02-19 13:56:44.592561
2019-02-19 13:56:43.671746,2019-02-19 13:56:43.437281,2019-02-19 13:56:44.593058
2019-02-19 13:56:43.636721,2019-02-19 13:56:43.404314,2019-02-19 13:56:44.593533
2019-02-19 13:56:43.671287,2019-02-19 13:56:43.439430,2019-02-19 13:56:44.594008
2019-02-19 13:56:43.676584,2019-02-19 13:56:43.446351,2019-02-19 13:56:44.594531
2019-02-19 13:56:43.652610,2019-02-19 13:56:43.420753,2019-02-19 13:56:44.595035
2019-02-19 13:56:43.640034,2019-02-19 13:56:43.405607,2019-02-19 13:56:44.656970
2019-02-19 13:56:43.627725,2019-02-19 13:56:43.396812,2019-02-19 13:56:44.759139
2019-02-19 13:56:43.643841,2019-02-19 13:56:43.412097,2019-02-19 13:56:44.760002
2019-02-19 13:56:43.655910,2019-02-19 13:56:43.425291,2019-02-19 13:56:44.760488
2019-02-19 13:56:43.682033,2019-02-19 13:56:43.448523,2019-02-19 13:56:44.760977
2019-02-19 13:56:43.668538,2019-02-19 13:56:43.438196,2019-02-19 13:56:44.761484
2019-02-19 13:56:43.677130,2019-02-19 13:56:43.446763,2019-02-19 13:56:44.762004
2019-02-19 13:56:43.668083,2019-02-19 13:56:43.432495,2019-02-19 13:56:44.762501
2019-02-19 13:56:43.658783,2019-02-19 13:56:43.430365,2019-02-19 13:56:44.762991
2019-02-19 13:56:43.653105,2019-02-19 13:56:43.423129,2019-02-19 13:56:44.763480
2019-02-19 13:56:43.650823,2019-02-19 13:56:43.421830,2019-02-19 13:56:44.763963
2019-02-19 13:56:43.683309,2019-02-19 13:56:43.451595,2019-02-19 13:56:44.764542
2019-02-19 13:56:43.655056,2019-02-19 13:56:43.422734,2019-02-19 13:56:44.765042
2019-02-19 13:56:43.681150,2019-02-19 13:56:43.448960,2019-02-19 13:56:44.765522
2019-02-19 13:56:43.667663,2019-02-19 13:56:43.434813,2019-02-19 13:56:44.765997
2019-02-19 13:56:43.665494,2019-02-19 13:56:43.426723,2019-02-19 13:56:44.766480
2019-02-19 13:56:43.672202,2019-02-19 13:56:43.443767,2019-02-19 13:56:44.770447
2019-02-19 13:56:43.651251,2019-02-19 13:56:43.408941,2019-02-19 13:56:44.770949
2019-02-19 13:56:43.684576,2019-02-19 13:56:43.445527,2019-02-19 13:56:44.771430
2019-02-19 13:56:43.666307,2019-02-19 13:56:43.435281,2019-02-19 13:56:44.869846
2019-02-19 13:56:43.632483,2019-02-19 13:56:43.402361,2019-02-19 13:56:44.870714
2019-02-19 13:56:43.662384,2019-02-19 13:56:43.433522,2019-02-19 13:56:44.871184
