Vic_date,dateStore
2019-02-19 17:00:07.334634,2019-02-19 17:00:07.583652
2019-02-19 17:00:08.060266,2019-02-19 17:00:08.308066
2019-02-19 17:00:08.784699,2019-02-19 17:00:09.035221
2019-02-19 17:00:09.520600,2019-02-19 17:00:09.762332
2019-02-19 17:00:10.237591,2019-02-19 17:00:10.481065
2019-02-19 17:00:10.954462,2019-02-19 17:00:11.195582
2019-02-19 17:00:11.672803,2019-02-19 17:00:11.919369
2019-02-19 17:00:12.394498,2019-02-19 17:00:12.638390
2019-02-19 17:00:13.118528,2019-02-19 17:00:13.363095
2019-02-19 17:00:13.841616,2019-02-19 17:00:14.087151
2019-02-19 17:00:14.561533,2019-02-19 17:00:14.810607
2019-02-19 17:00:15.287093,2019-02-19 17:00:15.531694
2019-02-19 17:00:16.012362,2019-02-19 17:00:16.262716
2019-02-19 17:00:16.738006,2019-02-19 17:00:16.986370
2019-02-19 17:00:17.470437,2019-02-19 17:00:17.712531
2019-02-19 17:00:18.193086,2019-02-19 17:00:18.435278
2019-02-19 17:00:18.911253,2019-02-19 17:00:19.149621
2019-02-19 17:00:19.619901,2019-02-19 17:00:19.866364
2019-02-19 17:00:20.338887,2019-02-19 17:00:20.581735
2019-02-19 17:00:21.058759,2019-02-19 17:00:21.300977
2019-02-19 17:00:21.775435,2019-02-19 17:00:22.020902
2019-02-19 17:00:22.496893,2019-02-19 17:00:22.744672
2019-02-19 17:00:23.222872,2019-02-19 17:00:23.469493
2019-02-19 17:00:23.949617,2019-02-19 17:00:24.201646
2019-02-19 17:00:24.679854,2019-02-19 17:00:24.923732
2019-02-19 17:00:25.404666,2019-02-19 17:00:25.652952
2019-02-19 17:00:26.122124,2019-02-19 17:00:26.369538
2019-02-19 17:00:26.847015,2019-02-19 17:00:27.092004
2019-02-19 17:00:27.567953,2019-02-19 17:00:27.817986
2019-02-19 17:00:28.293528,2019-02-19 17:00:28.538409
2019-02-19 17:00:29.015554,2019-02-19 17:00:29.262226
2019-02-19 17:00:29.738280,2019-02-19 17:00:29.986514
2019-02-19 17:00:30.465716,2019-02-19 17:00:30.712929
2019-02-19 17:00:31.190576,2019-02-19 17:00:31.435199
2019-02-19 17:00:31.911152,2019-02-19 17:00:32.155671
2019-02-19 17:00:32.638257,2019-02-19 17:00:32.889554
2019-02-19 17:00:33.361283,2019-02-19 17:00:33.606662
2019-02-19 17:00:34.081222,2019-02-19 17:00:34.330608
2019-02-19 17:00:34.812616,2019-02-19 17:00:35.057759
2019-02-19 17:00:35.534281,2019-02-19 17:00:35.780200
2019-02-19 17:00:36.260663,2019-02-19 17:00:36.502684
2019-02-19 17:00:36.978424,2019-02-19 17:00:37.231567
2019-02-19 17:00:37.714994,2019-02-19 17:00:37.965296
2019-02-19 17:00:38.447300,2019-02-19 17:00:38.692790
2019-02-19 17:00:39.168403,2019-02-19 17:00:39.429588
2019-02-19 17:00:39.904899,2019-02-19 17:00:40.151933
2019-02-19 17:00:40.624137,2019-02-19 17:00:40.870367
2019-02-19 17:00:41.342679,2019-02-19 17:00:41.589722
2019-02-19 17:00:42.069026,2019-02-19 17:00:42.327967
2019-02-19 17:00:42.067304,2019-02-19 17:00:42.330073
2019-02-19 17:00:42.806724,2019-02-19 17:00:43.058291
2019-02-19 17:00:42.814496,2019-02-19 17:00:43.069258
2019-02-19 17:00:43.540329,2019-02-19 17:00:43.786726
2019-02-19 17:00:43.542909,2019-02-19 17:00:43.793334
2019-02-19 17:00:44.268257,2019-02-19 17:00:44.519279
2019-02-19 17:00:44.271607,2019-02-19 17:00:44.521360
2019-02-19 17:00:44.996280,2019-02-19 17:00:45.242083
2019-02-19 17:00:45.002374,2019-02-19 17:00:45.249744
2019-02-19 17:00:45.717244,2019-02-19 17:00:45.965909
2019-02-19 17:00:45.730447,2019-02-19 17:00:45.977607
2019-02-19 17:00:46.442937,2019-02-19 17:00:46.693232
2019-02-19 17:00:46.453709,2019-02-19 17:00:46.702103
2019-02-19 17:00:47.179333,2019-02-19 17:00:47.431216
2019-02-19 17:00:47.168102,2019-02-19 17:00:47.437516
2019-02-19 17:00:47.903616,2019-02-19 17:00:48.150221
2019-02-19 17:00:47.909103,2019-02-19 17:00:48.157237
2019-02-19 17:00:48.625245,2019-02-19 17:00:48.875119
2019-02-19 17:00:48.630839,2019-02-19 17:00:48.878269
2019-02-19 17:00:49.345102,2019-02-19 17:00:49.596690
2019-02-19 17:00:49.356438,2019-02-19 17:00:49.606085
2019-02-19 17:00:50.080360,2019-02-19 17:00:50.327193
2019-02-19 17:00:50.075995,2019-02-19 17:00:50.329220
2019-02-19 17:00:50.809180,2019-02-19 17:00:51.060511
2019-02-19 17:00:50.805412,2019-02-19 17:00:51.062966
2019-02-19 17:00:51.537164,2019-02-19 17:00:51.783603
2019-02-19 17:00:51.540627,2019-02-19 17:00:51.789332
2019-02-19 17:00:52.260653,2019-02-19 17:00:52.509084
2019-02-19 17:00:52.262399,2019-02-19 17:00:52.510212
2019-02-19 17:00:52.987954,2019-02-19 17:00:53.242792
2019-02-19 17:00:52.994717,2019-02-19 17:00:53.246088
2019-02-19 17:00:53.716824,2019-02-19 17:00:53.962404
2019-02-19 17:00:53.720397,2019-02-19 17:00:53.968627
2019-02-19 17:00:54.440130,2019-02-19 17:00:54.687071
2019-02-19 17:00:54.447670,2019-02-19 17:00:54.691009
2019-02-19 17:00:55.163493,2019-02-19 17:00:55.412681
2019-02-19 17:00:55.165177,2019-02-19 17:00:55.413830
2019-02-19 17:00:55.886283,2019-02-19 17:00:56.131451
2019-02-19 17:00:55.893568,2019-02-19 17:00:56.141259
2019-02-19 17:00:56.608292,2019-02-19 17:00:56.859202
2019-02-19 17:00:56.614382,2019-02-19 17:00:56.866552
2019-02-19 17:00:57.334205,2019-02-19 17:00:57.583524
2019-02-19 17:00:57.344907,2019-02-19 17:00:57.594858
2019-02-19 17:00:58.062593,2019-02-19 17:00:58.306330
2019-02-19 17:00:58.079913,2019-02-19 17:00:58.325123
2019-02-19 17:00:58.789632,2019-02-19 17:00:59.041725
2019-02-19 17:00:58.798013,2019-02-19 17:00:59.048211
2019-02-19 17:00:59.517133,2019-02-19 17:00:59.759996
2019-02-19 17:00:59.534938,2019-02-19 17:00:59.778650
2019-02-19 17:01:00.238275,2019-02-19 17:01:00.486408
2019-02-19 17:01:00.255739,2019-02-19 17:01:00.502074
2019-02-19 17:01:00.965760,2019-02-19 17:01:01.214191
2019-02-19 17:01:00.980745,2019-02-19 17:01:01.229007
2019-02-19 17:01:01.699155,2019-02-19 17:01:01.950616
2019-02-19 17:01:01.708031,2019-02-19 17:01:01.956290
2019-02-19 17:01:02.438073,2019-02-19 17:01:02.686157
2019-02-19 17:01:02.436475,2019-02-19 17:01:02.688525
2019-02-19 17:01:03.162178,2019-02-19 17:01:03.409603
2019-02-19 17:01:03.160521,2019-02-19 17:01:03.414150
2019-02-19 17:01:03.886537,2019-02-19 17:01:04.135491
2019-02-19 17:01:03.892807,2019-02-19 17:01:04.142438
2019-02-19 17:01:04.616472,2019-02-19 17:01:04.864354
2019-02-19 17:01:04.620675,2019-02-19 17:01:04.870425
2019-02-19 17:01:05.349058,2019-02-19 17:01:05.602876
2019-02-19 17:01:05.350713,2019-02-19 17:01:05.603988
2019-02-19 17:01:06.086122,2019-02-19 17:01:06.338567
2019-02-19 17:01:06.083271,2019-02-19 17:01:06.340580
2019-02-19 17:01:06.818105,2019-02-19 17:01:07.067349
2019-02-19 17:01:06.816460,2019-02-19 17:01:07.069400
2019-02-19 17:01:07.544642,2019-02-19 17:01:07.794349
2019-02-19 17:01:07.543045,2019-02-19 17:01:07.795428
2019-02-19 17:01:08.280626,2019-02-19 17:01:08.534821
2019-02-19 17:01:08.279004,2019-02-19 17:01:08.535974
2019-02-19 17:01:09.008399,2019-02-19 17:01:09.261336
2019-02-19 17:01:09.746679,2019-02-19 17:01:09.998263
2019-02-19 17:01:10.478708,2019-02-19 17:01:10.730365
2019-02-19 17:01:11.212955,2019-02-19 17:01:11.463592
2019-02-19 17:01:11.934979,2019-02-19 17:01:12.187906
2019-02-19 17:01:12.660700,2019-02-19 17:01:12.914836
2019-02-19 17:01:13.397755,2019-02-19 17:01:13.648420
2019-02-19 17:01:14.127236,2019-02-19 17:01:14.377222
2019-02-19 17:01:14.851438,2019-02-19 17:01:15.100082
2019-02-19 17:01:15.574196,2019-02-19 17:01:15.818655
2019-02-19 17:01:16.297337,2019-02-19 17:01:16.543926
2019-02-19 17:01:17.019812,2019-02-19 17:01:17.266786
2019-02-19 17:01:17.743879,2019-02-19 17:01:17.998915
2019-02-19 17:01:18.470680,2019-02-19 17:01:18.713734
2019-02-19 17:01:19.197826,2019-02-19 17:01:19.443875
2019-02-19 17:01:19.921648,2019-02-19 17:01:20.203504
2019-02-19 17:01:20.682689,2019-02-19 17:01:20.939278
2019-02-19 17:01:21.419104,2019-02-19 17:01:21.668062
2019-02-19 17:01:22.151411,2019-02-19 17:01:22.405417
2019-02-19 17:01:22.883593,2019-02-19 17:01:23.135252
2019-02-19 17:01:23.621632,2019-02-19 17:01:23.874488
2019-02-19 17:01:24.358981,2019-02-19 17:01:24.606474
2019-02-19 17:01:25.091973,2019-02-19 17:01:25.351947
2019-02-19 17:01:25.834201,2019-02-19 17:01:26.084062
2019-02-19 17:01:26.573908,2019-02-19 17:01:26.825890
2019-02-19 17:01:27.309277,2019-02-19 17:01:27.559643
2019-02-19 17:01:28.044664,2019-02-19 17:01:28.298253
2019-02-19 17:01:28.776018,2019-02-19 17:01:29.033728
2019-02-19 17:01:29.514328,2019-02-19 17:01:29.763196
2019-02-19 17:01:30.248308,2019-02-19 17:01:30.500037
2019-02-19 17:01:30.977302,2019-02-19 17:01:31.225818
2019-02-19 17:01:31.698826,2019-02-19 17:01:31.949670
2019-02-19 17:01:32.429316,2019-02-19 17:01:32.680888
2019-02-19 17:01:33.158148,2019-02-19 17:01:33.408170
2019-02-19 17:01:33.887667,2019-02-19 17:01:34.133796
2019-02-19 17:01:34.614209,2019-02-19 17:01:34.863587
2019-02-19 17:01:35.345423,2019-02-19 17:01:35.597214
2019-02-19 17:01:36.081231,2019-02-19 17:01:36.328919
2019-02-19 17:01:36.807707,2019-02-19 17:01:37.057061
2019-02-19 17:01:37.536698,2019-02-19 17:01:37.783880
2019-02-19 17:01:38.264846,2019-02-19 17:01:38.513837
2019-02-19 17:01:38.989167,2019-02-19 17:01:39.233045
2019-02-19 17:01:39.709662,2019-02-19 17:01:39.958980
2019-02-19 17:01:40.440414,2019-02-19 17:01:40.689094
2019-02-19 17:01:41.176732,2019-02-19 17:01:41.421777
2019-02-19 17:01:41.899927,2019-02-19 17:01:42.153240
2019-02-19 17:01:42.113039,2019-02-19 17:01:42.362504
2019-02-19 17:01:42.627376,2019-02-19 17:01:42.871699
2019-02-19 17:01:42.842451,2019-02-19 17:01:43.086031
2019-02-19 17:01:43.349784,2019-02-19 17:01:43.599752
2019-02-19 17:01:43.561179,2019-02-19 17:01:43.809304
2019-02-19 17:01:44.070433,2019-02-19 17:01:44.314548
2019-02-19 17:01:44.284919,2019-02-19 17:01:44.528346
2019-02-19 17:01:44.787148,2019-02-19 17:01:45.035244
2019-02-19 17:01:45.005961,2019-02-19 17:01:45.258579
2019-02-19 17:01:45.513501,2019-02-19 17:01:45.762550
2019-02-19 17:01:45.740450,2019-02-19 17:01:45.991165
2019-02-19 17:01:46.239933,2019-02-19 17:01:46.482443
2019-02-19 17:01:46.465559,2019-02-19 17:01:46.713314
2019-02-19 17:01:46.957860,2019-02-19 17:01:47.202978
2019-02-19 17:01:47.197525,2019-02-19 17:01:47.445157
2019-02-19 17:01:47.678910,2019-02-19 17:01:47.922105
2019-02-19 17:01:47.924097,2019-02-19 17:01:48.176710
2019-02-19 17:01:48.404490,2019-02-19 17:01:48.657760
2019-02-19 17:01:48.656096,2019-02-19 17:01:48.908566
2019-02-19 17:01:49.147430,2019-02-19 17:01:49.399701
2019-02-19 17:01:49.391825,2019-02-19 17:01:49.646836
2019-02-19 17:01:49.885499,2019-02-19 17:01:50.137701
2019-02-19 17:01:50.132616,2019-02-19 17:01:50.380399
2019-02-19 17:01:50.617127,2019-02-19 17:01:50.870201
2019-02-19 17:01:50.868457,2019-02-19 17:01:51.118653
2019-02-19 17:01:51.351678,2019-02-19 17:01:51.601410
2019-02-19 17:01:51.593374,2019-02-19 17:01:51.848312
2019-02-19 17:01:52.083699,2019-02-19 17:01:52.342138
2019-02-19 17:01:52.335694,2019-02-19 17:01:52.589154
2019-02-19 17:01:52.818680,2019-02-19 17:01:53.079844
2019-02-19 17:01:53.073478,2019-02-19 17:01:53.329061
2019-02-19 17:01:53.561560,2019-02-19 17:01:53.818560
2019-02-19 17:01:53.812977,2019-02-19 17:01:54.071709
2019-02-19 17:01:54.305705,2019-02-19 17:01:54.553978
2019-02-19 17:01:54.549313,2019-02-19 17:01:54.798084
2019-02-19 17:01:55.030403,2019-02-19 17:01:55.280856
2019-02-19 17:01:55.273173,2019-02-19 17:01:55.527790
2019-02-19 17:01:55.760122,2019-02-19 17:01:56.018626
2019-02-19 17:01:56.016937,2019-02-19 17:01:56.264233
2019-02-19 17:01:56.504615,2019-02-19 17:01:56.753411
2019-02-19 17:01:56.746724,2019-02-19 17:01:56.999540
2019-02-19 17:01:57.236125,2019-02-19 17:01:57.489497
2019-02-19 17:01:57.487781,2019-02-19 17:01:57.740635
2019-02-19 17:01:57.977240,2019-02-19 17:01:58.231070
2019-02-19 17:01:58.225591,2019-02-19 17:01:58.475575
2019-02-19 17:01:58.708156,2019-02-19 17:01:58.956154
2019-02-19 17:01:58.951028,2019-02-19 17:01:59.196158
2019-02-19 17:01:59.434599,2019-02-19 17:01:59.684988
2019-02-19 17:01:59.676798,2019-02-19 17:01:59.927107
2019-02-19 17:02:00.166491,2019-02-19 17:02:00.417603
2019-02-19 17:02:00.403928,2019-02-19 17:02:00.653910
2019-02-19 17:02:00.901957,2019-02-19 17:02:01.154222
2019-02-19 17:02:01.137161,2019-02-19 17:02:01.392357
2019-02-19 17:02:01.640316,2019-02-19 17:02:01.889972
2019-02-19 17:02:01.877405,2019-02-19 17:02:02.127148
2019-02-19 17:02:02.373525,2019-02-19 17:02:02.620195
2019-02-19 17:02:02.608490,2019-02-19 17:02:02.862082
2019-02-19 17:02:03.095693,2019-02-19 17:02:03.343505
2019-02-19 17:02:03.337486,2019-02-19 17:02:03.587945
2019-02-19 17:02:03.825887,2019-02-19 17:02:04.091784
2019-02-19 17:02:04.083267,2019-02-19 17:02:04.335642
2019-02-19 17:02:04.577970,2019-02-19 17:02:04.832494
2019-02-19 17:02:04.816825,2019-02-19 17:02:05.065194
2019-02-19 17:02:05.316992,2019-02-19 17:02:05.568080
2019-02-19 17:02:05.552315,2019-02-19 17:02:05.807961
2019-02-19 17:02:06.053901,2019-02-19 17:02:06.305817
2019-02-19 17:02:06.294437,2019-02-19 17:02:06.547890
2019-02-19 17:02:06.782130,2019-02-19 17:02:07.030072
2019-02-19 17:02:07.028451,2019-02-19 17:02:07.286512
2019-02-19 17:02:07.514605,2019-02-19 17:02:07.772332
2019-02-19 17:02:07.770689,2019-02-19 17:02:08.025285
2019-02-19 17:02:08.254626,2019-02-19 17:02:08.504090
2019-02-19 17:02:08.502435,2019-02-19 17:02:08.754961
2019-02-19 17:02:08.987202,2019-02-19 17:02:09.243865
2019-02-19 17:02:09.237299,2019-02-19 17:02:09.481654
2019-02-19 17:02:09.972712,2019-02-19 17:02:10.222594
2019-02-19 17:02:10.707206,2019-02-19 17:02:10.951782
2019-02-19 17:02:11.437388,2019-02-19 17:02:11.692406
2019-02-19 17:02:12.170364,2019-02-19 17:02:12.421994
2019-02-19 17:02:12.902007,2019-02-19 17:02:13.148749
2019-02-19 17:02:13.625263,2019-02-19 17:02:13.873965
2019-02-19 17:02:14.353698,2019-02-19 17:02:14.604866
2019-02-19 17:02:15.085548,2019-02-19 17:02:15.342616
2019-02-19 17:02:15.830467,2019-02-19 17:02:16.084951
2019-02-19 17:02:16.566045,2019-02-19 17:02:16.822384
2019-02-19 17:02:17.307172,2019-02-19 17:02:17.556205
2019-02-19 17:02:18.034279,2019-02-19 17:02:18.298737
2019-02-19 17:02:18.775736,2019-02-19 17:02:19.023379
2019-02-19 17:02:19.505858,2019-02-19 17:02:19.758710
2019-02-19 17:02:20.238416,2019-02-19 17:02:20.492457
2019-02-19 17:02:20.971490,2019-02-19 17:02:21.226684
2019-02-19 17:02:21.710271,2019-02-19 17:02:21.967007
2019-02-19 17:02:22.445065,2019-02-19 17:02:22.695832
2019-02-19 17:02:23.183900,2019-02-19 17:02:23.441919
2019-02-19 17:02:23.916307,2019-02-19 17:02:24.169737
2019-02-19 17:02:24.647553,2019-02-19 17:02:24.904704
2019-02-19 17:02:25.388926,2019-02-19 17:02:25.650127
2019-02-19 17:02:26.132676,2019-02-19 17:02:26.386409
2019-02-19 17:02:26.868139,2019-02-19 17:02:27.119665
2019-02-19 17:02:27.594888,2019-02-19 17:02:27.849449
2019-02-19 17:02:28.330083,2019-02-19 17:02:28.583517
2019-02-19 17:02:29.067671,2019-02-19 17:02:29.314905
2019-02-19 17:02:29.799384,2019-02-19 17:02:30.057675
2019-02-19 17:02:30.542885,2019-02-19 17:02:30.797191
2019-02-19 17:02:31.288348,2019-02-19 17:02:31.542026
2019-02-19 17:02:32.031132,2019-02-19 17:02:32.300881
2019-02-19 17:02:32.785857,2019-02-19 17:02:33.043324
2019-02-19 17:02:33.532485,2019-02-19 17:02:33.785331
2019-02-19 17:02:34.266736,2019-02-19 17:02:34.516787
2019-02-19 17:02:34.994974,2019-02-19 17:02:35.251733
2019-02-19 17:02:35.733815,2019-02-19 17:02:35.987230
2019-02-19 17:02:36.468485,2019-02-19 17:02:36.718687
2019-02-19 17:02:37.196798,2019-02-19 17:02:37.452591
2019-02-19 17:02:37.936181,2019-02-19 17:02:38.193768
2019-02-19 17:02:38.680219,2019-02-19 17:02:38.942401
2019-02-19 17:02:39.426517,2019-02-19 17:02:39.684752
2019-02-19 17:02:40.175324,2019-02-19 17:02:40.429946
2019-02-19 17:02:40.920711,2019-02-19 17:02:41.173584
2019-02-19 17:02:41.659805,2019-02-19 17:02:41.909402
2019-02-19 17:02:42.168147,2019-02-19 17:02:42.417779
2019-02-19 17:02:42.389933,2019-02-19 17:02:42.644218
2019-02-19 17:02:42.895837,2019-02-19 17:02:43.145112
2019-02-19 17:02:43.119841,2019-02-19 17:02:43.371345
2019-02-19 17:02:43.626493,2019-02-19 17:02:43.878984
2019-02-19 17:02:43.855415,2019-02-19 17:02:44.116471
2019-02-19 17:02:44.361025,2019-02-19 17:02:44.613226
2019-02-19 17:02:44.598774,2019-02-19 17:02:44.851281
2019-02-19 17:02:45.101400,2019-02-19 17:02:45.355357
2019-02-19 17:02:45.338755,2019-02-19 17:02:45.590448
2019-02-19 17:02:45.836537,2019-02-19 17:02:46.087850
2019-02-19 17:02:46.074508,2019-02-19 17:02:46.325855
2019-02-19 17:02:46.571044,2019-02-19 17:02:46.824232
2019-02-19 17:02:46.808702,2019-02-19 17:02:47.060846
2019-02-19 17:02:47.309050,2019-02-19 17:02:47.559642
2019-02-19 17:02:47.550659,2019-02-19 17:02:47.797416
2019-02-19 17:02:48.043521,2019-02-19 17:02:48.298214
2019-02-19 17:02:48.285908,2019-02-19 17:02:48.541064
2019-02-19 17:02:48.775743,2019-02-19 17:02:49.026716
2019-02-19 17:02:49.027824,2019-02-19 17:02:49.275867
2019-02-19 17:02:49.511745,2019-02-19 17:02:49.768249
2019-02-19 17:02:49.761286,2019-02-19 17:02:50.019882
2019-02-19 17:02:50.252492,2019-02-19 17:02:50.508002
2019-02-19 17:02:50.500242,2019-02-19 17:02:50.756161
2019-02-19 17:02:50.995952,2019-02-19 17:02:51.247403
2019-02-19 17:02:51.241670,2019-02-19 17:02:51.497325
2019-02-19 17:02:51.734088,2019-02-19 17:02:51.983393
2019-02-19 17:02:51.974733,2019-02-19 17:02:52.231006
2019-02-19 17:02:52.469644,2019-02-19 17:02:52.720852
2019-02-19 17:02:52.716045,2019-02-19 17:02:52.971396
2019-02-19 17:02:53.214406,2019-02-19 17:02:53.464924
2019-02-19 17:02:53.457811,2019-02-19 17:02:53.708481
2019-02-19 17:02:53.943756,2019-02-19 17:02:54.198283
2019-02-19 17:02:54.186708,2019-02-19 17:02:54.439580
2019-02-19 17:02:54.675500,2019-02-19 17:02:54.931943
2019-02-19 17:02:54.925461,2019-02-19 17:02:55.172945
2019-02-19 17:02:55.411891,2019-02-19 17:02:55.666707
2019-02-19 17:02:55.660380,2019-02-19 17:02:55.918439
2019-02-19 17:02:56.156384,2019-02-19 17:02:56.408267
2019-02-19 17:02:56.401290,2019-02-19 17:02:56.653735
2019-02-19 17:02:56.894411,2019-02-19 17:02:57.147695
2019-02-19 17:02:57.137105,2019-02-19 17:02:57.380719
2019-02-19 17:02:57.629954,2019-02-19 17:02:57.885874
2019-02-19 17:02:57.860301,2019-02-19 17:02:58.114235
2019-02-19 17:02:58.359683,2019-02-19 17:02:58.610336
2019-02-19 17:02:58.594291,2019-02-19 17:02:58.846704
2019-02-19 17:02:59.091585,2019-02-19 17:02:59.338392
2019-02-19 17:02:59.324355,2019-02-19 17:02:59.574937
2019-02-19 17:02:59.824172,2019-02-19 17:03:00.073998
2019-02-19 17:03:00.058332,2019-02-19 17:03:00.315423
2019-02-19 17:03:00.567596,2019-02-19 17:03:00.819458
2019-02-19 17:03:00.808303,2019-02-19 17:03:01.064084
2019-02-19 17:03:01.303104,2019-02-19 17:03:01.553319
2019-02-19 17:03:01.540966,2019-02-19 17:03:01.801867
2019-02-19 17:03:02.038406,2019-02-19 17:03:02.287373
2019-02-19 17:03:02.282477,2019-02-19 17:03:02.541837
2019-02-19 17:03:02.769744,2019-02-19 17:03:03.025757
2019-02-19 17:03:03.018851,2019-02-19 17:03:03.265131
2019-02-19 17:03:03.509553,2019-02-19 17:03:03.768593
2019-02-19 17:03:03.749607,2019-02-19 17:03:03.996536
2019-02-19 17:03:04.259647,2019-02-19 17:03:04.516033
2019-02-19 17:03:04.471374,2019-02-19 17:03:04.726691
2019-02-19 17:03:04.994102,2019-02-19 17:03:05.246589
2019-02-19 17:03:05.208460,2019-02-19 17:03:05.476068
2019-02-19 17:03:05.724411,2019-02-19 17:03:05.988782
2019-02-19 17:03:05.953612,2019-02-19 17:03:06.208762
2019-02-19 17:03:06.468362,2019-02-19 17:03:06.711580
2019-02-19 17:03:06.687120,2019-02-19 17:03:06.940948
2019-02-19 17:03:07.191585,2019-02-19 17:03:07.434855
2019-02-19 17:03:07.420545,2019-02-19 17:03:07.677365
2019-02-19 17:03:07.927254,2019-02-19 17:03:08.183917
2019-02-19 17:03:08.166172,2019-02-19 17:03:08.412764
2019-02-19 17:03:08.672603,2019-02-19 17:03:08.934030
2019-02-19 17:03:08.893920,2019-02-19 17:03:09.151174
2019-02-19 17:03:09.406729,2019-02-19 17:03:09.651775
2019-02-19 17:03:09.625323,2019-02-19 17:03:09.880221
2019-02-19 17:03:10.128051,2019-02-19 17:03:10.381997
2019-02-19 17:03:10.866786,2019-02-19 17:03:11.122706
2019-02-19 17:03:11.604645,2019-02-19 17:03:11.857257
2019-02-19 17:03:12.338785,2019-02-19 17:03:12.593730
2019-02-19 17:03:13.079118,2019-02-19 17:03:13.335727
2019-02-19 17:03:13.824861,2019-02-19 17:03:14.082121
2019-02-19 17:03:14.564561,2019-02-19 17:03:14.816293
2019-02-19 17:03:15.299215,2019-02-19 17:03:15.552677
2019-02-19 17:03:16.039713,2019-02-19 17:03:16.300326
2019-02-19 17:03:16.781983,2019-02-19 17:03:17.033429
2019-02-19 17:03:17.513931,2019-02-19 17:03:17.770732
2019-02-19 17:03:18.254089,2019-02-19 17:03:18.507397
2019-02-19 17:03:18.990897,2019-02-19 17:03:19.238608
2019-02-19 17:03:19.722435,2019-02-19 17:03:19.977180
2019-02-19 17:03:20.459971,2019-02-19 17:03:20.712771
2019-02-19 17:03:21.192155,2019-02-19 17:03:21.450453
2019-02-19 17:03:21.934317,2019-02-19 17:03:22.191045
2019-02-19 17:03:22.685689,2019-02-19 17:03:22.939590
2019-02-19 17:03:23.446505,2019-02-19 17:03:23.701140
2019-02-19 17:03:24.186914,2019-02-19 17:03:24.440258
2019-02-19 17:03:24.923120,2019-02-19 17:03:25.176714
2019-02-19 17:03:25.665696,2019-02-19 17:03:25.915262
2019-02-19 17:03:26.407611,2019-02-19 17:03:26.655518
2019-02-19 17:03:27.140206,2019-02-19 17:03:27.394428
2019-02-19 17:03:27.882943,2019-02-19 17:03:28.137167
2019-02-19 17:03:28.629411,2019-02-19 17:03:28.898455
2019-02-19 17:03:29.386252,2019-02-19 17:03:29.637953
2019-02-19 17:03:30.132566,2019-02-19 17:03:30.391635
2019-02-19 17:03:30.875246,2019-02-19 17:03:31.130660
2019-02-19 17:03:31.619933,2019-02-19 17:03:31.881422
2019-02-19 17:03:32.358480,2019-02-19 17:03:32.606625
2019-02-19 17:03:33.091852,2019-02-19 17:03:33.348967
2019-02-19 17:03:33.828223,2019-02-19 17:03:34.076955
2019-02-19 17:03:34.556925,2019-02-19 17:03:34.811082
2019-02-19 17:03:35.295508,2019-02-19 17:03:35.548318
2019-02-19 17:03:36.035580,2019-02-19 17:03:36.294082
2019-02-19 17:03:36.788465,2019-02-19 17:03:37.046436
2019-02-19 17:03:37.530856,2019-02-19 17:03:37.778888
